"Cliente_ID","Edad","Genero","Articulo Comprado","Categoria","Monto de compra (USD)","Ciudad","Tamaño","Color","Calificacion_cliente","Suscripcion","Envio","Descuento aplicado","Codigo promocional usado","Compas anteriores","Metodo de pago","Frecuencia de compras"
"2123","32","Hombre","Chaqueta","Abrigos","36","Virginia","L","Cerceta","4","No","Expres","No","No","42","Tarjeta de débito","Semanal"
"2124","54","Hombre","Abrigo","Abrigos","71","Nebraska","L","Cian","3.7","No","Expres","No","No","22","Tarjeta de débito","Quincenal"
"2125","47","Hombre","Falda","Ropa","60","Rhode Island","M","Cerceta","4.2","No","Aire al día siguiente","No","No","22","Venmo","Trimestral"
"2126","57","Hombre","Abrigo","Abrigos","87","Nuevo Hampshire","M","Beige","4.8","No","Recogida en tienda","No","No","31","PayPal","Trimestral"
"2127","63","Hombre","Calzado","Calzado","38","Alabama","XL","Magenta","4.1","No","Expres","No","No","28","Tarjeta de crédito","Mensual"
"2128","70","Hombre","Botas","Calzado","45","Carolina del Norte","M","Añil","4.5","No","Envío en 2 días","No","No","40","Tarjeta de débito","Semanal"
"2129","62","Hombre","Abrigo","Abrigos","47","Nuevo México","L","Cian","2.7","No","Envío en 2 días","No","No","21","PayPal","Semanal"
"2130","40","Hombre","Falda","Ropa","57","Minnesota","L","Naranja","2.8","No","Recogida en tienda","No","No","12","PayPal","Trimestral"
"2131","25","Hombre","Mochila","Accesorios","68","Arizona","L","Violeta","3.7","No","Envío Gratis","No","No","33","Tarjeta de crédito","Anualmente"
"2132","19","Hombre","Shorts","Ropa","52","Montana","M","Rojo","3.6","No","Expres","No","No","9","Transferencia bancaria","Quincenal"
"2133","25","Hombre","Falda","Ropa","87","Vermont","M","Magenta","4.7","No","Envío en 2 días","No","No","15","Tarjeta de débito","Semanal"
"2134","21","Hombre","Tiene","Accesorios","34","Maine","M","Aceituna","3.8","No","Estándar","No","No","13","Transferencia bancaria","Anualmente"
"2135","55","Hombre","Sandalias","Calzado","41","Virginia","XL","Marrón","2.9","No","Estándar","No","No","35","Tarjeta de crédito","Quincenal"
"2136","34","Hombre","Gafas de sol","Accesorios","94","California","S","Amarillo","4.6","No","Aire al día siguiente","No","No","1","Tarjeta de débito","Trimestral"
"2137","47","Hombre","Gafas de sol","Accesorios","93","Nueva York","M","Rojo","2.8","No","Estándar","No","No","25","Transferencia bancaria","Quincenal"
"2138","27","Hombre","Calcetines","Ropa","51","Indiana","XL","Morado","4.6","No","Envío en 2 días","No","No","20","Tarjeta de crédito","Trimestral"
"2139","67","Hombre","Suéter","Ropa","42","Misisipi","M","Cerceta","2.8","No","Aire al día siguiente","No","No","36","Venmo","Trimestral"
"2140","40","Hombre","Botas","Calzado","95","Nueva York","M","Rojo","3","No","Envío Gratis","No","No","33","Efectivo","Semanal"
"2141","53","Hombre","Bolso","Accesorios","90","Nuevo México","M","Marrón","3.7","No","Estándar","No","No","36","Efectivo","Quincenal"
"2142","24","Hombre","Vestido","Ropa","98","Kentucky","M","Melocotón","4.1","No","Envío en 2 días","No","No","32","PayPal","Anualmente"
"2143","47","Hombre","Tiene","Accesorios","39","Dakota del Norte","M","Marrón","4.3","No","Aire al día siguiente","No","No","21","Venmo","Trimestral"
"2144","53","Hombre","Sandalias","Calzado","66","Arkansas","L","Rojo","3.8","No","Aire al día siguiente","No","No","48","Venmo","Quincenal"
"2145","47","Hombre","Calzado","Calzado","23","Maryland","L","Naranja","3.7","No","Envío Gratis","No","No","25","PayPal","Trimestral"
"2146","38","Hombre","Falda","Ropa","73","Connecticut","S","Blanco","4.8","No","Estándar","No","No","32","PayPal","Anualmente"
"2147","48","Hombre","Gafas de sol","Accesorios","23","Utah","XL","Blanco","4.6","No","Estándar","No","No","45","PayPal","Trimestral"
"2148","47","Hombre","Falda","Ropa","43","Misuri","S","Carbón","4.8","No","Estándar","No","No","4","Efectivo","Quincenal"
"2149","19","Hombre","Camiseta","Ropa","45","Nebraska","XL","Turquesa","4.6","No","Envío en 2 días","No","No","19","PayPal","Quincenal"
"2150","38","Hombre","Sandalias","Calzado","21","Hawai","L","Naranja","4","No","Estándar","No","No","1","Transferencia bancaria","Semanal"
"2151","57","Hombre","Camisa","Ropa","40","Illinois","M","Naranja","2.6","No","Envío en 2 días","No","No","12","Efectivo","Semanal"
"2152","70","Hombre","Vaqueros","Ropa","58","Vermont","L","Marrón","2.6","No","Envío en 2 días","No","No","18","Venmo","Mensual"
"2153","38","Hombre","Shorts","Ropa","48","New Jersey","L","Magenta","4.5","No","Aire al día siguiente","No","No","43","Transferencia bancaria","Quincenal"
"2154","35","Hombre","Camisa","Ropa","94","Kentucky","M","Violeta","4.2","No","Envío Gratis","No","No","31","PayPal","Anualmente"
"2155","46","Hombre","Bufanda","Accesorios","74","Wyoming","M","Violeta","3.4","No","Recogida en tienda","No","No","33","Efectivo","Trimestral"
"2156","32","Hombre","Bolso","Accesorios","51","Hawai","L","Amarillo","3.7","No","Recogida en tienda","No","No","46","PayPal","Mensual"
"2157","38","Hombre","Falda","Ropa","83","Misuri","M","Marrón","3.6","No","Aire al día siguiente","No","No","41","Tarjeta de débito","Quincenal"
"2158","41","Hombre","Bolso","Accesorios","68","Misisipi","L","Turquesa","4","No","Aire al día siguiente","No","No","41","Venmo","Quincenal"
"2159","19","Hombre","Guantes","Accesorios","84","Massachusetts","XL","Aceituna","4.6","No","Estándar","No","No","9","Transferencia bancaria","Quincenal"
"2160","18","Hombre","Camisa","Ropa","58","Luisiana","M","Melocotón","3","No","Envío Gratis","No","No","34","Efectivo","Anualmente"
"2161","45","Hombre","Blusa","Ropa","92","Virginia Occidental","L","Carbón","3.3","No","Expres","No","No","21","PayPal","Anualmente"
"2162","23","Hombre","Vestido","Ropa","69","Washington","S","Melocotón","3.8","No","Expres","No","No","5","Tarjeta de débito","Quincenal"
"2163","60","Hombre","Shorts","Ropa","48","Oregón","S","Negro","2.7","No","Envío Gratis","No","No","32","PayPal","Semanal"
"2164","52","Hombre","Calzado","Calzado","60","Nueva York","L","Gris","4.5","No","Expres","No","No","44","Transferencia bancaria","Mensual"
"2165","42","Hombre","Sandalias","Calzado","20","Iowa","S","Aceituna","4.8","No","Aire al día siguiente","No","No","46","PayPal","Quincenal"
"2166","29","Hombre","Pantalón","Ropa","55","Idaho","M","Turquesa","4.2","No","Expres","No","No","42","Tarjeta de crédito","Trimestral"
"2167","31","Hombre","Chaqueta","Abrigos","88","New Jersey","S","Morado","3.5","No","Expres","No","No","50","Tarjeta de crédito","Quincenal"
"2168","30","Hombre","Falda","Ropa","48","Ohio","L","Verde","4.9","No","Estándar","No","No","33","Venmo","Quincenal"
"2169","23","Hombre","Bolso","Accesorios","74","Connecticut","M","Beige","4.1","No","Aire al día siguiente","No","No","32","Efectivo","Trimestral"
"2170","31","Hombre","Abrigo","Abrigos","42","Florida","M","Marrón","2.9","No","Aire al día siguiente","No","No","32","Transferencia bancaria","Quincenal"
"2171","40","Hombre","Suéter","Ropa","32","Carolina del Sur","M","Turquesa","4","No","Aire al día siguiente","No","No","37","Venmo","Trimestral"
"2172","39","Hombre","Shorts","Ropa","98","Misuri","M","Amarillo","4.6","No","Recogida en tienda","No","No","9","Efectivo","Quincenal"
"2173","28","Hombre","Falda","Ropa","89","Rhode Island","S","Lavanda","2.8","No","Recogida en tienda","No","No","6","PayPal","Quincenal"
"2174","23","Hombre","Guantes","Accesorios","97","Delaware","S","Cian","5","No","Envío en 2 días","No","No","36","Venmo","Trimestral"
"2175","42","Hombre","Mochila","Accesorios","49","Colorado","S","Aceituna","2.9","No","Recogida en tienda","No","No","1","Efectivo","Anualmente"
"2176","68","Hombre","Vestido","Ropa","50","Nebraska","M","Plata","3.3","No","Envío Gratis","No","No","48","Tarjeta de crédito","Quincenal"
"2177","24","Hombre","Cinturón","Accesorios","91","Vermont","S","Rojo","3.4","No","Envío en 2 días","No","No","44","Tarjeta de débito","Trimestral"
"2178","24","Hombre","Guantes","Accesorios","93","Montana","XL","Verde","3","No","Expres","No","No","9","PayPal","Quincenal"
"2179","21","Hombre","Joyería","Accesorios","98","Florida","M","Oro","4.7","No","Estándar","No","No","32","Venmo","Anualmente"
"2180","49","Hombre","Calcetines","Ropa","82","Delaware","L","Lavanda","2.9","No","Aire al día siguiente","No","No","14","PayPal","Mensual"
"2181","41","Hombre","Abrigo","Abrigos","37","Connecticut","M","Amarillo","4.1","No","Recogida en tienda","No","No","43","Efectivo","Trimestral"
"2182","22","Hombre","Bolso","Accesorios","63","Hawai","M","Negro","3.2","No","Envío Gratis","No","No","32","Transferencia bancaria","Quincenal"
"2183","42","Hombre","Blusa","Ropa","99","Nuevo México","M","Marrón","2.7","No","Recogida en tienda","No","No","26","Venmo","Quincenal"
"2184","30","Hombre","Shorts","Ropa","37","Kansas","M","Marrón","4.7","No","Recogida en tienda","No","No","2","Efectivo","Mensual"
"2185","38","Hombre","Calzado","Calzado","34","Nevada","S","Oro","3.2","No","Envío Gratis","No","No","16","PayPal","Trimestral"
"2186","40","Hombre","Shorts","Ropa","32","Carolina del Norte","M","Violeta","2.5","No","Expres","No","No","50","Tarjeta de débito","Trimestral"
"2187","55","Hombre","Sandalias","Calzado","23","Nuevo México","XL","Cerceta","4.3","No","Aire al día siguiente","No","No","6","PayPal","Trimestral"
"2188","37","Hombre","Blusa","Ropa","78","Idaho","M","Violeta","4.4","No","Envío Gratis","No","No","20","PayPal","Anualmente"
"2189","41","Hombre","Abrigo","Abrigos","54","California","M","Marrón","4.7","No","Aire al día siguiente","No","No","9","Tarjeta de crédito","Semanal"
"2190","38","Hombre","Blusa","Ropa","94","Wisconsin","XL","Marrón","4","No","Expres","No","No","47","Tarjeta de crédito","Quincenal"
"2191","42","Hombre","Cinturón","Accesorios","75","Alaska","S","Marrón","4.6","No","Expres","No","No","33","Tarjeta de crédito","Anualmente"
"2192","26","Hombre","Blusa","Ropa","69","Pensilvania","S","Marrón","3.8","No","Aire al día siguiente","No","No","46","Efectivo","Quincenal"
"2193","41","Hombre","Bufanda","Accesorios","35","Virginia","L","Amarillo","3.2","No","Aire al día siguiente","No","No","9","Tarjeta de crédito","Mensual"
"2194","27","Hombre","Camisa","Ropa","78","California","L","Turquesa","5","No","Expres","No","No","8","PayPal","Mensual"
"2195","61","Hombre","Calcetines","Ropa","29","Kentucky","M","Plata","3.5","No","Estándar","No","No","48","Transferencia bancaria","Trimestral"
"2196","58","Hombre","Vaqueros","Ropa","62","Nueva York","M","Marrón","3.7","No","Aire al día siguiente","No","No","2","Efectivo","Mensual"
"2197","25","Hombre","Vestido","Ropa","58","Vermont","M","Gris","4.8","No","Aire al día siguiente","No","No","31","PayPal","Semanal"
"2198","33","Hombre","Botas","Calzado","88","Pensilvania","M","Añil","3.7","No","Envío en 2 días","No","No","40","Venmo","Mensual"
"2199","57","Hombre","Bufanda","Accesorios","80","Nueva York","L","Turquesa","3.5","No","Envío Gratis","No","No","35","Venmo","Mensual"
"2200","39","Hombre","Bufanda","Accesorios","47","Carolina del Norte","M","Marrón","4.9","No","Recogida en tienda","No","No","40","Tarjeta de débito","Mensual"
"2201","60","Hombre","Guantes","Accesorios","51","Wyoming","L","Carbón","4.7","No","Aire al día siguiente","No","No","27","Tarjeta de débito","Trimestral"
"2202","39","Hombre","Pantalón","Ropa","25","Ohio","L","Melocotón","4.9","No","Envío en 2 días","No","No","10","Venmo","Anualmente"
"2203","42","Hombre","Vestido","Ropa","36","Alabama","M","Rojo","4.3","No","Aire al día siguiente","No","No","23","Tarjeta de crédito","Semanal"
"2204","53","Hombre","Vestido","Ropa","79","Rhode Island","M","Añil","3.1","No","Envío Gratis","No","No","32","Efectivo","Trimestral"
"2205","20","Hombre","Vaqueros","Ropa","41","Oregón","S","Lavanda","3.4","No","Envío en 2 días","No","No","6","Tarjeta de débito","Mensual"
"2206","46","Hombre","Suéter","Ropa","68","Dakota del Norte","XL","Rojo","2.7","No","Expres","No","No","27","PayPal","Semanal"
"2207","46","Hombre","Sandalias","Calzado","51","Illinois","L","Verde","2.6","No","Recogida en tienda","No","No","25","Transferencia bancaria","Quincenal"
"2208","69","Hombre","Bolso","Accesorios","38","Nuevo México","M","Gris","2.9","No","Aire al día siguiente","No","No","11","Tarjeta de crédito","Anualmente"
"2209","28","Hombre","Bufanda","Accesorios","46","Colorado","XL","Violeta","2.7","No","Envío en 2 días","No","No","23","PayPal","Mensual"
"2210","42","Hombre","Sandalias","Calzado","20","Utah","XL","Beige","4.5","No","Envío en 2 días","No","No","44","Transferencia bancaria","Trimestral"
"2211","30","Hombre","Gafas de sol","Accesorios","25","Virginia","M","Naranja","3.1","No","Recogida en tienda","No","No","35","PayPal","Quincenal"
"2212","50","Hombre","Suéter","Ropa","89","Maine","L","Morado","3.2","No","Envío Gratis","No","No","45","Tarjeta de débito","Trimestral"
"2213","59","Hombre","Pantalón","Ropa","77","Nebraska","M","Marrón","3.3","No","Aire al día siguiente","No","No","22","Transferencia bancaria","Trimestral"
"2214","54","Hombre","Tiene","Accesorios","94","Hawai","M","Marrón","2.9","No","Expres","No","No","18","Tarjeta de débito","Trimestral"
"2215","50","Hombre","Cinturón","Accesorios","100","Idaho","L","Oro","4.1","No","Estándar","No","No","20","Tarjeta de débito","Semanal"
"2216","25","Hombre","Sandalias","Calzado","96","Virginia Occidental","M","Añil","2.7","No","Expres","No","No","28","Tarjeta de crédito","Quincenal"
"2217","41","Hombre","Pantalón","Ropa","36","Vermont","XL","Plata","4","No","Recogida en tienda","No","No","15","Venmo","Quincenal"
"2218","35","Hombre","Joyería","Accesorios","27","Indiana","XL","Rojo","2.6","No","Recogida en tienda","No","No","42","Transferencia bancaria","Quincenal"
"2219","67","Hombre","Gafas de sol","Accesorios","67","Idaho","M","Magenta","3.5","No","Recogida en tienda","No","No","20","Tarjeta de débito","Trimestral"
"2220","33","Hombre","Blusa","Ropa","91","Minnesota","S","Morado","2.8","No","Recogida en tienda","No","No","16","Transferencia bancaria","Quincenal"
"2221","19","Hombre","Cinturón","Accesorios","62","Wyoming","XL","Beige","4.5","No","Recogida en tienda","No","No","47","Efectivo","Anualmente"
"2222","25","Hombre","Shorts","Ropa","88","Kansas","XL","Blanco","3","No","Envío Gratis","No","No","34","Tarjeta de crédito","Anualmente"
"2223","32","Hombre","Pantalón","Ropa","66","Georgia","M","Cerceta","4.4","No","Recogida en tienda","No","No","30","Tarjeta de crédito","Semanal"
"2224","30","Hombre","Sandalias","Calzado","65","Kansas","M","Gris","4.7","No","Aire al día siguiente","No","No","5","PayPal","Trimestral"
"2225","18","Hombre","Guantes","Accesorios","25","Nebraska","L","Carbón","4.3","No","Estándar","No","No","38","Efectivo","Trimestral"
"2226","38","Hombre","Cinturón","Accesorios","64","Washington","S","Aceituna","4.8","No","Envío Gratis","No","No","18","Tarjeta de crédito","Anualmente"
"2227","22","Hombre","Camisa","Ropa","72","Misuri","L","Azul","4.8","No","Recogida en tienda","No","No","28","Efectivo","Anualmente"
"2228","40","Hombre","Bufanda","Accesorios","74","Washington","S","Gris","4.4","No","Aire al día siguiente","No","No","42","Tarjeta de crédito","Quincenal"
"2229","54","Hombre","Guantes","Accesorios","50","Kansas","M","Verde","3.7","No","Envío Gratis","No","No","5","Tarjeta de crédito","Semanal"
"2230","70","Hombre","Pantalón","Ropa","97","Minnesota","M","Plata","3.9","No","Expres","No","No","50","Venmo","Mensual"
"2231","52","Hombre","Zapatos deportivos","Calzado","36","Colorado","S","Cerceta","3.8","No","Expres","No","No","33","Venmo","Quincenal"
"2232","34","Hombre","Chaqueta","Abrigos","49","Utah","M","Beige","4.1","No","Recogida en tienda","No","No","1","Tarjeta de crédito","Semanal"
"2233","65","Hombre","Calzado","Calzado","64","Carolina del Norte","L","Lavanda","4","No","Recogida en tienda","No","No","14","Efectivo","Quincenal"
"2234","38","Hombre","Blusa","Ropa","31","Florida","XL","Gris","4.5","No","Expres","No","No","48","Tarjeta de crédito","Mensual"
"2235","35","Hombre","Botas","Calzado","66","Nuevo Hampshire","S","Amarillo","4","No","Expres","No","No","26","Efectivo","Semanal"
"2236","40","Hombre","Calcetines","Ropa","82","Illinois","M","Gris","4.5","No","Envío en 2 días","No","No","44","Tarjeta de crédito","Anualmente"
"2237","23","Hombre","Camiseta","Ropa","88","Luisiana","M","Amarillo","2.7","No","Estándar","No","No","18","Tarjeta de débito","Quincenal"
"2238","45","Hombre","Sandalias","Calzado","34","Alabama","S","Negro","3.8","No","Aire al día siguiente","No","No","31","Venmo","Trimestral"
"2239","40","Hombre","Zapatos deportivos","Calzado","84","Florida","L","Beige","3.8","No","Estándar","No","No","18","Tarjeta de débito","Semanal"
"2240","42","Hombre","Joyería","Accesorios","96","Alabama","L","Añil","3.8","No","Envío en 2 días","No","No","41","Tarjeta de crédito","Trimestral"
"2241","57","Hombre","Sandalias","Calzado","71","California","L","Verde","4.3","No","Aire al día siguiente","No","No","18","Tarjeta de débito","Trimestral"
"2242","18","Hombre","Chaqueta","Abrigos","77","Maryland","M","Morado","3.5","No","Envío Gratis","No","No","3","Transferencia bancaria","Quincenal"
"2243","18","Hombre","Falda","Ropa","66","Nevada","M","Naranja","3.8","No","Aire al día siguiente","No","No","5","Tarjeta de crédito","Quincenal"
"2244","56","Hombre","Camisa","Ropa","21","Massachusetts","M","Cerceta","3.7","No","Envío en 2 días","No","No","13","Tarjeta de débito","Anualmente"
"2245","35","Hombre","Shorts","Ropa","37","Carolina del Sur","M","Oro","4.8","No","Envío en 2 días","No","No","22","PayPal","Anualmente"
"2246","49","Hombre","Calcetines","Ropa","90","Delaware","L","Gris","4.9","No","Envío Gratis","No","No","45","PayPal","Quincenal"
"2247","49","Hombre","Chaqueta","Abrigos","96","Hawai","M","Cian","4.3","No","Recogida en tienda","No","No","39","PayPal","Trimestral"
"2248","34","Hombre","Joyería","Accesorios","37","Florida","L","Cerceta","4.4","No","Aire al día siguiente","No","No","18","Venmo","Anualmente"
"2249","63","Hombre","Camiseta","Ropa","66","Rhode Island","M","Violeta","3.4","No","Envío Gratis","No","No","19","PayPal","Quincenal"
"2250","42","Hombre","Guantes","Accesorios","45","Wyoming","XL","Añil","4.3","No","Aire al día siguiente","No","No","29","Tarjeta de débito","Semanal"
"2251","41","Hombre","Calzado","Calzado","89","Colorado","L","Rosado","4.6","No","Recogida en tienda","No","No","19","Tarjeta de crédito","Semanal"
"2252","26","Hombre","Calzado","Calzado","94","Virginia","L","Oro","3.8","No","Envío Gratis","No","No","22","Tarjeta de débito","Mensual"
"2253","48","Hombre","Calzado","Calzado","96","Nebraska","S","Marrón","3.9","No","Expres","No","No","21","Transferencia bancaria","Anualmente"
"2254","62","Hombre","Sudadera con capucha","Ropa","31","Oklahoma","M","Marrón","2.6","No","Recogida en tienda","No","No","22","PayPal","Mensual"
"2255","24","Hombre","Cinturón","Accesorios","79","Dakota del Norte","M","Oro","4.2","No","Recogida en tienda","No","No","44","PayPal","Trimestral"
"2256","48","Hombre","Abrigo","Abrigos","39","Míchigan","L","Cerceta","4.6","No","Recogida en tienda","No","No","42","Transferencia bancaria","Trimestral"
"2257","31","Hombre","Blusa","Ropa","22","California","M","Turquesa","5","No","Estándar","No","No","33","Tarjeta de crédito","Trimestral"
"2258","41","Hombre","Falda","Ropa","32","Tennessee","L","Aceituna","4.2","No","Estándar","No","No","6","Transferencia bancaria","Anualmente"
"2259","24","Hombre","Camiseta","Ropa","71","Ohio","L","Cian","4.3","No","Recogida en tienda","No","No","44","Tarjeta de crédito","Trimestral"
"2260","60","Hombre","Vaqueros","Ropa","96","Florida","XL","Beige","3.3","No","Envío Gratis","No","No","24","Efectivo","Anualmente"
"2261","38","Hombre","Bufanda","Accesorios","82","Misuri","M","Azul","4.9","No","Expres","No","No","16","PayPal","Trimestral"
"2262","58","Hombre","Mochila","Accesorios","76","Carolina del Sur","L","Oro","4.4","No","Estándar","No","No","12","Transferencia bancaria","Quincenal"
"2263","53","Hombre","Mochila","Accesorios","22","Arizona","M","Verde","3.1","No","Envío en 2 días","No","No","50","PayPal","Mensual"
"2264","44","Hombre","Bufanda","Accesorios","40","Indiana","XL","Verde","3.5","No","Recogida en tienda","No","No","42","Efectivo","Trimestral"
"2265","51","Hombre","Tiene","Accesorios","92","Dakota del Norte","M","Turquesa","3.9","No","Envío en 2 días","No","No","50","PayPal","Mensual"
"2266","36","Hombre","Abrigo","Abrigos","94","Montana","XL","Amarillo","3.9","No","Recogida en tienda","No","No","10","PayPal","Trimestral"
"2267","20","Hombre","Vestido","Ropa","44","Misuri","M","Amarillo","4.3","No","Recogida en tienda","No","No","32","Tarjeta de débito","Semanal"
"2268","32","Hombre","Guantes","Accesorios","49","Kentucky","S","Azul","3.8","No","Expres","No","No","37","Venmo","Semanal"
"2269","66","Hombre","Suéter","Ropa","26","Georgia","L","Carbón","2.7","No","Envío en 2 días","No","No","15","Transferencia bancaria","Mensual"
"2270","49","Hombre","Falda","Ropa","38","Kentucky","M","Amarillo","4.4","No","Recogida en tienda","No","No","27","Tarjeta de crédito","Anualmente"
"2271","27","Hombre","Blusa","Ropa","72","Georgia","L","Morado","3.5","No","Expres","No","No","7","Venmo","Semanal"
"2272","29","Hombre","Vestido","Ropa","99","Alaska","M","Verde","3.4","No","Envío Gratis","No","No","49","PayPal","Trimestral"
"2273","29","Hombre","Chaqueta","Abrigos","38","Maine","L","Carbón","4","No","Estándar","No","No","44","PayPal","Mensual"
"2274","55","Hombre","Abrigo","Abrigos","96","Nuevo México","L","Plata","4.8","No","Expres","No","No","13","PayPal","Quincenal"
"2275","57","Hombre","Vestido","Ropa","27","Nueva York","L","Turquesa","4.5","No","Aire al día siguiente","No","No","38","PayPal","Quincenal"
"2276","29","Hombre","Shorts","Ropa","24","Oklahoma","M","Gris","4.4","No","Estándar","No","No","10","Tarjeta de débito","Semanal"
"2277","31","Hombre","Vaqueros","Ropa","82","Wyoming","L","Rojo","4.1","No","Envío en 2 días","No","No","25","Tarjeta de débito","Semanal"
"2278","25","Hombre","Tiene","Accesorios","56","Alabama","M","Beige","4.6","No","Aire al día siguiente","No","No","18","Tarjeta de crédito","Trimestral"
"2279","61","Hombre","Guantes","Accesorios","25","Maryland","M","Marrón","3.8","No","Recogida en tienda","No","No","6","Efectivo","Trimestral"
"2280","53","Hombre","Zapatos deportivos","Calzado","67","Virginia Occidental","L","Añil","2.9","No","Envío Gratis","No","No","35","Transferencia bancaria","Trimestral"
"2281","22","Hombre","Calzado","Calzado","21","Kentucky","M","Rojo","2.8","No","Estándar","No","No","31","Tarjeta de crédito","Quincenal"
"2282","28","Hombre","Sudadera con capucha","Ropa","27","Kansas","XL","Marrón","3","No","Recogida en tienda","No","No","41","Transferencia bancaria","Anualmente"
"2283","18","Hombre","Zapatos deportivos","Calzado","97","Idaho","S","Rojo","4.2","No","Envío en 2 días","No","No","8","Tarjeta de crédito","Anualmente"
"2284","44","Hombre","Bolso","Accesorios","45","Ohio","S","Negro","4.1","No","Envío Gratis","No","No","34","Tarjeta de crédito","Quincenal"
"2285","32","Hombre","Blusa","Ropa","63","Iowa","XL","Negro","4.1","No","Expres","No","No","20","Venmo","Anualmente"
"2286","34","Hombre","Cinturón","Accesorios","100","Míchigan","L","Rosado","4.6","No","Envío en 2 días","No","No","38","PayPal","Trimestral"
"2287","67","Hombre","Calcetines","Ropa","38","Dakota del Sur","L","Azul","2.5","No","Recogida en tienda","No","No","35","Venmo","Trimestral"
"2288","66","Hombre","Blusa","Ropa","45","Nebraska","L","Verde","3","No","Recogida en tienda","No","No","6","Tarjeta de débito","Anualmente"
"2289","28","Hombre","Joyería","Accesorios","91","California","M","Naranja","3.8","No","Aire al día siguiente","No","No","50","PayPal","Semanal"
"2290","70","Hombre","Shorts","Ropa","82","Nevada","M","Naranja","4.1","No","Envío Gratis","No","No","47","Venmo","Semanal"
"2291","37","Hombre","Botas","Calzado","48","Kansas","L","Magenta","3.3","No","Estándar","No","No","23","PayPal","Trimestral"
"2292","28","Hombre","Abrigo","Abrigos","30","Ohio","M","Añil","5","No","Envío en 2 días","No","No","13","Tarjeta de crédito","Trimestral"
"2293","43","Hombre","Camiseta","Ropa","34","Vermont","S","Beige","3.8","No","Aire al día siguiente","No","No","31","Tarjeta de débito","Mensual"
"2294","37","Hombre","Suéter","Ropa","68","Georgia","L","Verde","3.3","No","Expres","No","No","16","Tarjeta de débito","Trimestral"
"2295","54","Hombre","Gafas de sol","Accesorios","95","Maryland","M","Rojo","5","No","Expres","No","No","40","Tarjeta de débito","Anualmente"
"2296","50","Hombre","Tiene","Accesorios","22","Connecticut","L","Beige","2.9","No","Envío en 2 días","No","No","45","PayPal","Trimestral"
"2297","46","Hombre","Guantes","Accesorios","88","Washington","M","Verde","2.5","No","Aire al día siguiente","No","No","50","Venmo","Trimestral"
"2298","60","Hombre","Calcetines","Ropa","83","California","M","Naranja","4.7","No","Estándar","No","No","1","Transferencia bancaria","Trimestral"
"2299","40","Hombre","Bolso","Accesorios","87","Montana","L","Cian","2.9","No","Envío en 2 días","No","No","10","Efectivo","Trimestral"
"2300","64","Hombre","Abrigo","Abrigos","57","Idaho","M","Violeta","3.7","No","Recogida en tienda","No","No","48","Tarjeta de crédito","Trimestral"
"2301","18","Hombre","Abrigo","Abrigos","88","Pensilvania","XL","Lavanda","4.4","No","Envío en 2 días","No","No","38","Tarjeta de crédito","Mensual"
"2302","37","Hombre","Pantalón","Ropa","20","Maine","L","Turquesa","2.9","No","Aire al día siguiente","No","No","21","Tarjeta de débito","Anualmente"
"2303","36","Hombre","Cinturón","Accesorios","39","Montana","L","Rosado","3.6","No","Recogida en tienda","No","No","38","Venmo","Mensual"
"2304","51","Hombre","Gafas de sol","Accesorios","71","New Jersey","S","Beige","4.8","No","Envío en 2 días","No","No","31","Tarjeta de crédito","Quincenal"
"2305","26","Hombre","Sudadera con capucha","Ropa","73","Luisiana","L","Plata","4.7","No","Envío Gratis","No","No","9","Tarjeta de débito","Quincenal"
"2306","68","Hombre","Bolso","Accesorios","63","Maine","M","Oro","2.6","No","Envío Gratis","No","No","47","Efectivo","Semanal"
"2307","27","Hombre","Guantes","Accesorios","78","Florida","L","Plata","3.4","No","Estándar","No","No","8","Efectivo","Quincenal"
"2308","28","Hombre","Falda","Ropa","96","Misuri","L","Verde","3.5","No","Aire al día siguiente","No","No","30","Tarjeta de débito","Anualmente"
"2309","49","Hombre","Gafas de sol","Accesorios","81","Dakota del Norte","M","Cerceta","3.4","No","Envío en 2 días","No","No","22","Transferencia bancaria","Trimestral"
"2310","70","Hombre","Vestido","Ropa","95","Connecticut","S","Oro","5","No","Envío en 2 días","No","No","3","Transferencia bancaria","Trimestral"
"2311","30","Hombre","Guantes","Accesorios","68","Virginia","M","Cian","4.6","No","Estándar","No","No","15","PayPal","Mensual"
"2312","27","Hombre","Zapatos deportivos","Calzado","28","Montana","L","Oro","4.8","No","Envío en 2 días","No","No","10","Transferencia bancaria","Trimestral"
"2313","19","Hombre","Camiseta","Ropa","30","Vermont","L","Violeta","3.7","No","Envío Gratis","No","No","19","Efectivo","Trimestral"
"2314","64","Hombre","Vestido","Ropa","31","Georgia","M","Negro","4.7","No","Aire al día siguiente","No","No","36","Transferencia bancaria","Quincenal"
"2315","42","Hombre","Bolso","Accesorios","95","Virginia","XL","Marrón","4.4","No","Expres","No","No","12","Transferencia bancaria","Trimestral"
"2316","69","Hombre","Calcetines","Ropa","79","Vermont","M","Añil","3.5","No","Envío en 2 días","No","No","49","Tarjeta de débito","Trimestral"
"2317","28","Hombre","Zapatos deportivos","Calzado","39","Montana","L","Amarillo","3.8","No","Estándar","No","No","7","Tarjeta de débito","Anualmente"
"2318","47","Hombre","Chaqueta","Abrigos","34","New Jersey","M","Morado","4.7","No","Aire al día siguiente","No","No","28","Transferencia bancaria","Mensual"
